ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
1047,Kashvi Goswami,Male,North,Tamil Nadu,760270,JOINT,PASSPORT,wV2811UqiM,Commercial,3,5/9/2025,5/16/2025,5/18/2025,Approved,9063,Ryan Kohli,KYC failed
1048,Raghav Sarkar,Male,West,Tamil Nadu,195411,JOINT,AADHAR,yq7279Mpqz,Commercial,8,5/1/2025,5/6/2025,5/10/2025,Approved,5015,Vedika Lad,Installation pending
1049,Akarsh Kala,Male,North,Tamil Nadu,149024,JOINT,PAN,yI7137TrAf,Residential,1,6/30/2025,7/3/2025,7/8/2025,Rejected,3684,Yuvaan Warrior,Documents Verification in progress
1050,Trisha Gandhi,Female,West,Tamil Nadu,390408,JOINT,AADHAR,Ba0569odmM,Commercial,1,7/3/2025,7/10/2025,7/14/2025,Connection Released,9479,Ivana Karnik,Documents Verification in progress
1051,Vardaniya Bora,Female,East,Tamil Nadu,541462,INDIVIDUAL,AADHAR,bp0408zXas,Commercial,6,6/29/2025,7/8/2025,7/13/2025,Pending,5602,Urvi Shenoy,Installation completed
1052,Myra Sathe,Female,West,Tamil Nadu,696039,JOINT,VOTER_ID,Pp1937bLcO,Commercial,3,5/16/2025,5/19/2025,5/22/2025,Pending,1582,Tejas Virk,Installation completed
1053,Shaan Kala,Female,West,Tamil Nadu,47451,INDIVIDUAL,PAN,pr6500yAzo,Residential,7,4/25/2025,4/30/2025,5/3/2025,Connection Released,9043,Advika Gade,Installation completed
1054,Nirvaan Raj,Female,South,Tamil Nadu,608782,INDIVIDUAL,AADHAR,UT7355Zreu,Residential,3,7/24/2025,7/30/2025,8/1/2025,Rejected,9714,Hridaan Venkataraman,KYC failed
1055,Dharmajan Verma,Male,North,Tamil Nadu,538382,INDIVIDUAL,VOTER_ID,CL4249Axsf,Residential,5,4/20/2025,4/27/2025,4/29/2025,Approved,2091,Shayak Goel,Documents Verification in progress
1056,Manjari Behl,Female,West,Tamil Nadu,977758,JOINT,AADHAR,HE1155RrxS,Residential,9,4/16/2025,4/19/2025,4/21/2025,Connection Released,5388,Anya Andra,Documents Verification in progress
1057,Zoya Kuruvilla,Female,South,Tamil Nadu,86655,JOINT,AADHAR,sx5863LqaZ,Residential,4,7/2/2025,7/5/2025,7/8/2025,Rejected,4223,Ivana Raj,Documents Verification in progress
1058,Aaina Anand,Female,East,Tamil Nadu,422402,INDIVIDUAL,AADHAR,Ou3947pAXe,Commercial,8,4/26/2025,4/29/2025,5/2/2025,Connection Released,1268,Samaira Khalsa,Documents Verification in progress
1059,Prerak Chanda,Female,West,Tamil Nadu,113739,INDIVIDUAL,VOTER_ID,CF2837ymcQ,Residential,6,4/20/2025,4/26/2025,4/27/2025,Pending,6225,Zara Jaggi,KYC failed
1060,Neelofar Dada,Male,East,Tamil Nadu,715223,JOINT,VOTER_ID,Gh3885zgeH,Commercial,9,7/18/2025,7/27/2025,7/28/2025,Rejected,5981,Anay Sangha,KYC failed
1061,Vanya Kaur,Female,South,Tamil Nadu,428546,INDIVIDUAL,AADHAR,RS3537CeZQ,Residential,5,5/4/2025,5/14/2025,5/18/2025,Rejected,8194,Ryan Chakrabarti,Installation completed
1062,Zoya Garg,Male,North,Tamil Nadu,537029,JOINT,AADHAR,pT6155MOmR,Residential,5,6/16/2025,6/26/2025,6/29/2025,Pending,1919,Prerak Madan,Documents Verification in progress
1063,Anahi Kibe,Male,East,Tamil Nadu,582634,INDIVIDUAL,AADHAR,ac2130PSNs,Residential,2,7/18/2025,7/28/2025,7/30/2025,Rejected,4934,Kabir Kamdar,Documents Verification in progress
1064,Samaira Shan,Female,North,Tamil Nadu,835187,INDIVIDUAL,VOTER_ID,BE7082tzDw,Commercial,2,5/15/2025,5/21/2025,5/25/2025,Pending,2102,Shamik Char,Documents Verification in progress
1065,Gatik Kaur,Male,South,Tamil Nadu,981007,INDIVIDUAL,VOTER_ID,nw0702ddPG,Residential,3,7/7/2025,7/12/2025,7/15/2025,Connection Released,5590,Anvi Lad,Documents Verification in progress
1066,Anya Dube,Female,North,Tamil Nadu,44240,INDIVIDUAL,VOTER_ID,jn2650SHXU,Residential,3,5/12/2025,5/14/2025,5/15/2025,Approved,1681,Lakshit Edwin,Installation pending
1067,Raunak Madan,Female,East,Tamil Nadu,48931,JOINT,PASSPORT,PY0866PqrK,Residential,9,6/6/2025,6/10/2025,6/14/2025,Pending,2030,Ishaan Wali,Installation completed
1068,Seher Varma,Male,North,Tamil Nadu,735899,JOINT,VOTER_ID,eT4965EslJ,Commercial,5,6/27/2025,7/6/2025,7/10/2025,Connection Released,4411,Anahi Acharya,Documents Verification in progress
1069,Heer Bahri,Female,South,Tamil Nadu,400224,INDIVIDUAL,AADHAR,Dv4927FJmy,Commercial,8,5/2/2025,5/7/2025,5/9/2025,Pending,7209,Shanaya Kari,Documents Verification in progress
1070,Aaina Sarna,Male,North,Tamil Nadu,7525,INDIVIDUAL,PASSPORT,La4086iYLr,Commercial,7,4/26/2025,4/27/2025,4/29/2025,Connection Released,5025,Abram Hora,Documents Verification in progress
1071,Kashvi Gandhi,Male,West,Tamil Nadu,656655,JOINT,AADHAR,SS2589Jfiz,Commercial,6,4/25/2025,5/1/2025,5/4/2025,Pending,4415,Nitara Iyengar,Installation pending
1072,Taran Divan,Female,North,Tamil Nadu,526330,INDIVIDUAL,AADHAR,sp7257hlzM,Commercial,8,6/17/2025,6/18/2025,6/19/2025,Connection Released,3027,Charvi Dora,Installation completed
1073,Rohan Din,Male,South,Tamil Nadu,376717,JOINT,PAN,oi4151dWxL,Residential,10,4/21/2025,4/27/2025,4/29/2025,Pending,8555,Anya Gokhale,Installation completed
1074,Zoya Sura,Male,South,Tamil Nadu,745051,JOINT,PASSPORT,OY9730NpkL,Commercial,4,7/6/2025,7/11/2025,7/13/2025,Rejected,3047,Vidur Chada,Installation pending
1075,Tara Rattan,Female,North,Tamil Nadu,406298,INDIVIDUAL,AADHAR,yO0627NrgS,Residential,9,7/22/2025,7/24/2025,7/26/2025,Pending,9838,Tara Sankar,KYC failed
1076,Vanya Sekhon,Female,North,Tamil Nadu,736191,INDIVIDUAL,AADHAR,yx6949doWz,Commercial,8,6/29/2025,7/1/2025,7/3/2025,Pending,5183,Shalv Hora,KYC failed
1077,Samiha Rama,Female,South,Tamil Nadu,579605,JOINT,VOTER_ID,cQ5802rDjQ,Commercial,10,6/20/2025,6/30/2025,7/5/2025,Rejected,3735,Kismat Krish,Documents Verification in progress
1078,Aniruddh Doshi,Female,East,Tamil Nadu,717001,INDIVIDUAL,PAN,Xq8212tPWJ,Residential,5,5/16/2025,5/21/2025,5/24/2025,Approved,3494,Pihu Bir,Documents Verification in progress
1079,Elakshi Vala,Female,West,Tamil Nadu,152033,JOINT,VOTER_ID,wx4203MVSP,Commercial,5,7/8/2025,7/11/2025,7/12/2025,Connection Released,6186,Rasha Mahajan,Installation pending
1080,Shray Gade,Female,East,Tamil Nadu,156280,INDIVIDUAL,PASSPORT,EP9687tQHl,Residential,7,4/23/2025,5/3/2025,5/8/2025,Pending,3759,Renee Thaman,Documents Verification in progress
1081,Yashvi Chandran,Male,South,Tamil Nadu,460800,INDIVIDUAL,VOTER_ID,Tf5116zAwb,Commercial,1,5/20/2025,5/23/2025,5/27/2025,Approved,4471,Purab Mahal,Documents Verification in progress
1082,Kashvi Iyengar,Male,West,Tamil Nadu,280341,JOINT,PASSPORT,lb9508YqRJ,Residential,5,5/6/2025,5/11/2025,5/12/2025,Pending,1380,Saksham Tiwari,Documents Verification in progress
1083,Rasha Dhawan,Female,South,Tamil Nadu,468832,INDIVIDUAL,PASSPORT,pZ2441zBAR,Residential,8,7/18/2025,7/25/2025,7/29/2025,Pending,8577,Miraan Borde,Installation pending
1084,Hridaan Toor,Male,East,Tamil Nadu,146741,JOINT,AADHAR,OA8034moLj,Residential,1,6/21/2025,6/24/2025,6/28/2025,Approved,3106,Alisha Ravel,Installation pending
1085,Vivaan Singhal,Male,South,Tamil Nadu,787771,INDIVIDUAL,AADHAR,in0275pOjG,Commercial,4,5/22/2025,5/30/2025,6/2/2025,Rejected,3319,Yashvi Jaggi,Installation completed
1086,Jivin Chacko,Female,West,Tamil Nadu,218652,JOINT,PASSPORT,Rv9228rPHW,Residential,9,4/17/2025,4/24/2025,4/28/2025,Approved,8301,Zoya Bora,KYC failed
1087,Kimaya Verma,Female,North,Tamil Nadu,74564,INDIVIDUAL,PASSPORT,Qm8151mIPC,Residential,9,5/31/2025,6/4/2025,6/9/2025,Connection Released,1180,Samarth Apte,KYC failed
1088,Raghav Srinivas,Female,East,Tamil Nadu,360841,INDIVIDUAL,PAN,ix4673eTNd,Commercial,8,6/21/2025,6/26/2025,6/29/2025,Pending,9891,Amani Baral,Documents Verification in progress
1089,Ishita Ranganathan,Male,South,Tamil Nadu,443371,JOINT,PAN,QD1003HpDY,Commercial,3,6/17/2025,6/27/2025,7/2/2025,Connection Released,4805,Keya Khanna,KYC failed
1090,Samar Chandran,Male,West,Tamil Nadu,120824,INDIVIDUAL,PASSPORT,Ej3923viCq,Residential,1,5/31/2025,6/1/2025,6/2/2025,Approved,8027,Zara Jayaraman,Installation pending
1091,Bhavin Butala,Male,West,Tamil Nadu,314613,JOINT,PAN,kV2077myoO,Commercial,6,6/7/2025,6/17/2025,6/21/2025,Rejected,4920,Indrajit Sachdev,Documents Verification in progress
1092,Kismat Krishnan,Female,North,Tamil Nadu,680016,INDIVIDUAL,VOTER_ID,Lt2023vXCs,Residential,8,6/2/2025,6/6/2025,6/11/2025,Connection Released,8421,Bhavin Dyal,Documents Verification in progress
1093,Kabir Wable,Female,South,Tamil Nadu,968377,INDIVIDUAL,PASSPORT,ZZ0693QSwA,Residential,10,5/15/2025,5/19/2025,5/23/2025,Pending,5566,Myra Agrawal,Documents Verification in progress
1094,Raghav Kumar,Female,North,Tamil Nadu,197057,JOINT,VOTER_ID,xL1114agUs,Commercial,1,5/6/2025,5/11/2025,5/14/2025,Connection Released,9640,Dharmajan Deshmukh,KYC failed
1095,Farhan Shere,Female,South,Tamil Nadu,468564,INDIVIDUAL,AADHAR,dK8385uaOF,Residential,9,6/2/2025,6/5/2025,6/9/2025,Pending,8222,Madhav Thakkar,Installation pending
1096,Anya Sagar,Male,South,Tamil Nadu,634406,INDIVIDUAL,AADHAR,dG3348gKIu,Residential,9,7/17/2025,7/26/2025,7/29/2025,Pending,5974,Vanya Koshy,KYC failed
1097,Trisha Sarma,Female,East,Tamil Nadu,974938,JOINT,PASSPORT,OJ8606sEcw,Residential,4,5/27/2025,5/30/2025,6/3/2025,Rejected,9729,Arnav Jha,Installation completed
1098,Rohan Handa,Male,East,Tamil Nadu,776220,JOINT,AADHAR,DT8238dGqA,Commercial,5,5/16/2025,5/18/2025,5/22/2025,Pending,9716,Lavanya Amble,KYC failed
1099,Nitya Brahmbhatt,Female,West,Tamil Nadu,572982,JOINT,PASSPORT,tu6320wglT,Residential,7,6/21/2025,6/24/2025,6/27/2025,Connection Released,9000,Shanaya Datta,KYC failed
1100,Shalv Basak,Female,East,Tamil Nadu,363129,INDIVIDUAL,VOTER_ID,SK6644xniP,Residential,2,5/4/2025,5/5/2025,5/6/2025,Rejected,7574,Madhup Choudhury,Installation completed
1101,Jayant Krishna,Male,North,Tamil Nadu,813456,JOINT,PAN,gp6531SkcD,Commercial,5,7/3/2025,7/5/2025,7/6/2025,Pending,2273,Badal Chad,Documents Verification in progress
1102,Reyansh Brar,Female,North,Tamil Nadu,331615,INDIVIDUAL,PAN,hq2209dRhP,Commercial,5,7/5/2025,7/10/2025,7/11/2025,Connection Released,8500,Saanvi Zachariah,Installation completed
1103,Ranbir Dalal,Female,East,Tamil Nadu,536029,JOINT,VOTER_ID,Tb2738vJot,Residential,1,4/28/2025,5/3/2025,5/7/2025,Pending,6034,Veer Comar,Installation pending
1104,Anaya Bala,Male,South,Tamil Nadu,698340,JOINT,PASSPORT,pA2104wyLe,Residential,1,7/2/2025,7/10/2025,7/11/2025,Pending,9006,Yuvraj  Hari,Installation pending
1105,Parinaaz Dugar,Female,South,Tamil Nadu,646096,INDIVIDUAL,PAN,PS9431SqIz,Residential,4,5/11/2025,5/13/2025,5/15/2025,Connection Released,3902,Hunar Ahluwalia,KYC failed
1106,Nirvi Ramachandran,Male,South,Tamil Nadu,164698,INDIVIDUAL,PAN,aT5617fuDv,Residential,4,5/26/2025,5/27/2025,5/30/2025,Approved,3047,Jiya Raval,KYC failed
1107,Saanvi Kumer,Male,North,Tamil Nadu,502267,JOINT,AADHAR,Ax2849cHGG,Commercial,1,6/11/2025,6/18/2025,6/23/2025,Approved,9637,Amani Mangal,Installation pending
1108,Samar Walla,Female,North,Tamil Nadu,450458,INDIVIDUAL,VOTER_ID,Ol7632pIFR,Residential,1,5/29/2025,6/7/2025,6/9/2025,Connection Released,6792,Tushar Roy,KYC failed
1109,Zara Dey,Female,North,Tamil Nadu,7859,JOINT,PASSPORT,vO3989DooO,Residential,7,4/21/2025,4/28/2025,4/29/2025,Approved,4478,Anay Reddy,Installation completed
1110,Ela Goyal,Male,South,Tamil Nadu,18222,INDIVIDUAL,VOTER_ID,sw2889vMqQ,Residential,9,4/26/2025,5/6/2025,5/9/2025,Rejected,4887,Tarini Shenoy,Installation completed
1111,Miraan Banik,Male,East,Tamil Nadu,911155,JOINT,PAN,nP9572sWRx,Commercial,5,6/2/2025,6/3/2025,6/6/2025,Approved,8057,Divit Date,Documents Verification in progress
1112,Adah Gopal,Male,West,Tamil Nadu,474662,INDIVIDUAL,AADHAR,ou3082Iann,Commercial,2,7/8/2025,7/14/2025,7/16/2025,Rejected,6307,Piya Hayer,Installation completed
1113,Mamooty Ramesh,Male,West,Tamil Nadu,744582,JOINT,PASSPORT,sq7685JRIN,Commercial,6,6/21/2025,6/23/2025,6/28/2025,Connection Released,8027,Adah Thakkar,Installation completed
1114,Drishya Sehgal,Female,West,Tamil Nadu,18711,JOINT,VOTER_ID,wW9599AZIL,Commercial,9,5/2/2025,5/9/2025,5/11/2025,Approved,4705,Jayan Subramanian,Documents Verification in progress
1115,Dhanush Vig,Female,East,Tamil Nadu,124400,JOINT,VOTER_ID,DG6250EUUF,Commercial,2,7/5/2025,7/15/2025,7/16/2025,Connection Released,3191,Hazel Sahni,Installation completed
1116,Ayesha Sastry,Female,North,Tamil Nadu,389695,INDIVIDUAL,PASSPORT,hH6071eWyg,Residential,3,6/18/2025,6/24/2025,6/25/2025,Rejected,4440,Arhaan Srivastava,Installation completed
1117,Amani Dara,Female,West,Tamil Nadu,878186,INDIVIDUAL,PAN,JQ5113XzyL,Residential,2,5/10/2025,5/13/2025,5/18/2025,Pending,8454,Jhanvi Kapoor,Installation pending
1118,Hrishita Subramaniam,Female,West,Tamil Nadu,556773,JOINT,PASSPORT,pw3092Krnm,Commercial,9,6/14/2025,6/21/2025,6/23/2025,Connection Released,8418,Heer Jani,Installation completed
1119,Jayesh Verma,Male,South,Tamil Nadu,486740,INDIVIDUAL,VOTER_ID,fz0726jMRe,Commercial,2,5/13/2025,5/23/2025,5/25/2025,Approved,9799,Hazel Edwin,KYC failed
1120,Romil Tara,Male,South,Tamil Nadu,770206,JOINT,AADHAR,zw3647jwno,Commercial,5,5/22/2025,5/29/2025,6/1/2025,Rejected,5298,Kabir Dey,KYC failed
1121,Zoya Bhasin,Male,East,Tamil Nadu,298085,JOINT,PAN,SQ9466RHSb,Commercial,2,6/22/2025,7/1/2025,7/3/2025,Rejected,8450,Biju Sha,Installation pending
1122,Hansh Bhat,Female,East,Tamil Nadu,186258,JOINT,PAN,qd3884MvnC,Commercial,2,5/28/2025,5/30/2025,6/3/2025,Connection Released,6834,Shalv Basu,KYC failed
1123,Lagan Ramesh,Male,North,Tamil Nadu,678967,JOINT,PAN,Yk5973lDOC,Commercial,6,5/12/2025,5/17/2025,5/19/2025,Pending,6159,Dhruv Ramesh,Installation pending
1124,Shaan Bhalla,Male,North,Tamil Nadu,606607,INDIVIDUAL,PASSPORT,KR1506VhIe,Commercial,4,7/5/2025,7/15/2025,7/19/2025,Rejected,3917,Vaibhav Gera,Installation completed
1125,Samarth Vora,Male,North,Tamil Nadu,563129,INDIVIDUAL,AADHAR,Au6039erbO,Residential,3,6/1/2025,6/9/2025,6/10/2025,Pending,9814,Veer Saxena,KYC failed
1126,Pihu Mandal,Male,South,Tamil Nadu,743642,INDIVIDUAL,PAN,rp0113NAcu,Residential,1,6/28/2025,6/29/2025,7/4/2025,Connection Released,4537,Jiya Shanker,KYC failed
1127,Nitara Dhillon,Female,West,Tamil Nadu,273111,JOINT,PASSPORT,En8387IgGP,Commercial,7,5/26/2025,6/1/2025,6/3/2025,Approved,2732,Jayant Sabharwal,Documents Verification in progress
1128,Lakshay Zacharia,Female,North,Tamil Nadu,978181,INDIVIDUAL,PAN,kL0775Qngj,Residential,10,6/5/2025,6/9/2025,6/11/2025,Approved,3209,Ivana Rajagopal,KYC failed
1129,Madhup Sen,Female,West,Tamil Nadu,897103,INDIVIDUAL,PAN,RV7351FjuQ,Residential,2,5/2/2025,5/11/2025,5/16/2025,Rejected,6830,Umang Sodhi,Installation completed
1130,Jivin Vaidya,Male,South,Tamil Nadu,890293,INDIVIDUAL,VOTER_ID,Ce2008pIXr,Residential,2,7/4/2025,7/6/2025,7/10/2025,Pending,5724,Neysa Bhattacharyya,Documents Verification in progress
1131,Purab Shroff,Male,South,Tamil Nadu,442850,JOINT,VOTER_ID,bD4006tAXQ,Commercial,6,5/17/2025,5/19/2025,5/24/2025,Pending,3512,Lakshay Sarna,Installation pending
1132,Hridaan Hayre,Female,South,Tamil Nadu,307192,JOINT,PASSPORT,Ax7984HjoB,Commercial,8,7/7/2025,7/16/2025,7/18/2025,Pending,1977,Kashvi Gopal,Installation pending
1133,Ivan Bakshi,Female,East,Tamil Nadu,217085,INDIVIDUAL,PASSPORT,tS6590lUCJ,Commercial,8,6/15/2025,6/24/2025,6/28/2025,Approved,3715,Baiju Krishnamurthy,Installation pending
1134,Darshit Dutt,Male,South,Tamil Nadu,878626,INDIVIDUAL,AADHAR,dM3043xXJq,Residential,4,7/12/2025,7/14/2025,7/16/2025,Approved,1561,Nehmat Varghese,Documents Verification in progress
1135,Krish Gupta,Female,North,Tamil Nadu,518215,JOINT,VOTER_ID,cR8308Aoah,Residential,3,4/23/2025,4/29/2025,5/3/2025,Approved,3977,Rohan Lanka,Installation pending
1136,Neelofar Kakar,Male,North,Tamil Nadu,399481,INDIVIDUAL,VOTER_ID,cU0209Rcvt,Commercial,1,7/8/2025,7/14/2025,7/17/2025,Pending,5322,Adah Balan,KYC failed
1137,Saanvi Saran,Female,West,Tamil Nadu,18424,INDIVIDUAL,PASSPORT,NQ0435HZIN,Commercial,8,4/17/2025,4/18/2025,4/20/2025,Connection Released,3664,Charvi Sodhi,Installation pending
1138,Eshani Dar,Female,South,Tamil Nadu,414992,INDIVIDUAL,PASSPORT,aD7719vjTJ,Residential,3,5/29/2025,6/6/2025,6/9/2025,Rejected,7745,Neysa Babu,Installation completed
1139,Hiran Brahmbhatt,Female,West,Tamil Nadu,235916,JOINT,VOTER_ID,yN8827NXHA,Commercial,4,6/21/2025,6/29/2025,7/4/2025,Approved,7641,Keya Issac,Installation pending
1140,Samar Bajwa,Female,West,Tamil Nadu,959256,INDIVIDUAL,VOTER_ID,gN1556IKEw,Commercial,7,5/24/2025,5/28/2025,6/2/2025,Rejected,3654,Krish Sankaran,KYC failed
1141,Rania Dugal,Female,South,Tamil Nadu,212072,JOINT,PAN,yB8628wTKB,Residential,8,5/14/2025,5/20/2025,5/24/2025,Approved,6589,Heer Sarin,Installation pending
1142,Hunar Behl,Male,East,Tamil Nadu,789951,INDIVIDUAL,AADHAR,bA6685LFfP,Commercial,6,7/8/2025,7/13/2025,7/18/2025,Rejected,7180,Nitya Chand,Installation completed
1143,Mohanlal Singhal,Female,North,Tamil Nadu,631019,JOINT,VOTER_ID,Mc7356vebI,Residential,2,6/2/2025,6/8/2025,6/13/2025,Pending,1637,Madhup Walla,KYC failed
1144,Anaya Mahajan,Male,South,Tamil Nadu,247878,JOINT,PASSPORT,Dq7532yRfu,Residential,4,5/14/2025,5/21/2025,5/26/2025,Connection Released,2244,Jhanvi Borde,Installation pending
1145,Ela Vyas,Male,East,Tamil Nadu,514337,INDIVIDUAL,VOTER_ID,yV9777AdXz,Residential,4,5/19/2025,5/27/2025,5/29/2025,Connection Released,4058,Biju Gokhale,KYC failed
1146,Lagan Hayer,Female,West,Tamil Nadu,388809,INDIVIDUAL,PASSPORT,pd8675erFJ,Commercial,7,7/5/2025,7/10/2025,7/13/2025,Rejected,6134,Ranbir Raju,Documents Verification in progress
1147,Jiya Chaudhary,Female,South,Tamil Nadu,814382,JOINT,VOTER_ID,Ay8961sBQZ,Residential,2,4/18/2025,4/28/2025,4/29/2025,Connection Released,7099,Dharmajan Samra,Installation completed
1148,Divij Sagar,Female,East,Tamil Nadu,134980,JOINT,AADHAR,yv3136SRlW,Residential,7,6/21/2025,7/1/2025,7/5/2025,Rejected,6486,Suhana Sharma,Documents Verification in progress
1149,Devansh Sawhney,Female,South,Tamil Nadu,912227,JOINT,PASSPORT,vE1122yOne,Residential,1,6/13/2025,6/17/2025,6/18/2025,Rejected,8768,Siya Lad,Installation completed
1150,Tarini Khatri,Female,North,Tamil Nadu,558487,INDIVIDUAL,PAN,Wc5923xgkI,Residential,4,7/16/2025,7/23/2025,7/24/2025,Pending,4407,Hansh Bandi,Documents Verification in progress
1151,Abram Wason,Female,South,Tamil Nadu,394686,JOINT,PASSPORT,zz5855AJxf,Residential,3,7/15/2025,7/18/2025,7/19/2025,Approved,9096,Saira Dada,KYC failed
1152,Elakshi Kadakia,Male,East,Tamil Nadu,789155,INDIVIDUAL,VOTER_ID,mq5424nMVC,Residential,2,7/18/2025,7/27/2025,7/29/2025,Connection Released,6837,Diya Shah,KYC failed
1153,Riaan Magar,Female,West,Tamil Nadu,166045,JOINT,PAN,mS7248YgWr,Residential,7,5/16/2025,5/19/2025,5/24/2025,Rejected,5291,Dishani Ranganathan,Installation completed
1154,Lagan Rastogi,Female,West,Tamil Nadu,705935,INDIVIDUAL,PASSPORT,Vb7586lEZr,Residential,5,6/4/2025,6/10/2025,6/13/2025,Approved,3501,Mamooty Sodhi,Installation completed
1155,Mamooty Saxena,Female,East,Tamil Nadu,554990,INDIVIDUAL,AADHAR,Vj5092srGG,Commercial,10,6/3/2025,6/6/2025,6/10/2025,Connection Released,1360,Saksham Sule,Documents Verification in progress
1156,Neelofar Kalla,Male,South,Tamil Nadu,997965,INDIVIDUAL,PAN,JX9173AEXA,Commercial,9,4/27/2025,5/7/2025,5/10/2025,Approved,8406,Divij Kulkarni,KYC failed
1157,Lavanya Chada,Female,North,Tamil Nadu,69582,INDIVIDUAL,VOTER_ID,WI8943IXcN,Residential,7,7/5/2025,7/10/2025,7/12/2025,Connection Released,8544,Renee Sane,Installation pending
1158,Oorja Jaggi,Male,North,Tamil Nadu,23677,INDIVIDUAL,PAN,oE8807ptXB,Residential,8,5/16/2025,5/21/2025,5/23/2025,Connection Released,1163,Shray Rout,Installation completed
1159,Eshani Mand,Male,North,Tamil Nadu,175848,JOINT,PAN,ah2681fkOV,Commercial,2,7/19/2025,7/27/2025,7/30/2025,Pending,7185,Tarini Bahl,Installation pending
1160,Onkar Viswanathan,Female,South,Tamil Nadu,442169,INDIVIDUAL,AADHAR,zv8437rCZA,Commercial,5,5/12/2025,5/21/2025,5/25/2025,Pending,9032,Zoya Raju,Installation completed
1161,Bhamini Deshmukh,Female,North,Tamil Nadu,930278,INDIVIDUAL,VOTER_ID,Br8609lvdC,Residential,7,7/5/2025,7/12/2025,7/16/2025,Pending,7096,Raghav Sunder,KYC failed
1162,Eva Ganesh,Female,East,Tamil Nadu,762121,INDIVIDUAL,PASSPORT,Ec2426UBpK,Residential,5,6/24/2025,7/4/2025,7/6/2025,Approved,4540,Riaan Bahl,Documents Verification in progress
1163,Yuvaan Balakrishnan,Male,East,Tamil Nadu,947648,INDIVIDUAL,PASSPORT,be4761QyyQ,Commercial,7,5/17/2025,5/25/2025,5/29/2025,Rejected,3391,Anay Hegde,Installation completed
1164,Nirvaan Khare,Female,East,Tamil Nadu,497701,INDIVIDUAL,PAN,UV5414rqGK,Commercial,3,6/10/2025,6/20/2025,6/24/2025,Rejected,3058,Aarav Divan,Installation completed
1165,Kabir Sharaf,Female,South,Tamil Nadu,312265,INDIVIDUAL,AADHAR,qX5233LzdB,Residential,7,5/26/2025,5/30/2025,6/3/2025,Pending,5860,Eva Raju,Installation pending
1166,Jayan Raj,Female,West,Tamil Nadu,42835,JOINT,VOTER_ID,ZY2210FoKw,Commercial,3,7/1/2025,7/3/2025,7/6/2025,Rejected,4690,Gokul Chopra,KYC failed
1167,Dishani Kadakia,Female,North,Tamil Nadu,203270,INDIVIDUAL,VOTER_ID,qT3223Elql,Commercial,8,4/27/2025,5/4/2025,5/7/2025,Connection Released,3642,Hansh Ray,Installation completed
1168,Misha Bal,Male,East,Tamil Nadu,950352,INDIVIDUAL,VOTER_ID,NZ7330fcyT,Residential,8,7/6/2025,7/8/2025,7/13/2025,Connection Released,2055,Jayan Aurora,KYC failed
1169,Ivan Ahuja,Male,East,Tamil Nadu,146617,JOINT,PAN,qp2440MLiG,Commercial,2,7/13/2025,7/23/2025,7/25/2025,Connection Released,1065,Aarush Venkataraman,KYC failed
1170,Darshit Sawhney,Male,East,Tamil Nadu,200568,JOINT,PASSPORT,as8210LPSO,Commercial,7,6/13/2025,6/20/2025,6/21/2025,Pending,5420,Vivaan Reddy,Installation pending
1171,Kaira Borra,Female,West,Tamil Nadu,519244,INDIVIDUAL,VOTER_ID,UY8092VzyM,Commercial,10,6/27/2025,7/5/2025,7/9/2025,Connection Released,6141,Stuvan Grover,Documents Verification in progress
1172,Abram Seth,Female,West,Tamil Nadu,798954,INDIVIDUAL,PASSPORT,Yk2381MJBF,Residential,8,7/18/2025,7/26/2025,7/30/2025,Rejected,5877,Trisha Bera,Documents Verification in progress
1173,Inaaya  Sarraf,Male,South,Tamil Nadu,4162,INDIVIDUAL,PAN,ym6808SMno,Residential,6,6/30/2025,7/1/2025,7/6/2025,Connection Released,9347,Divit Kulkarni,Installation pending
1174,Prerak Desai,Male,East,Tamil Nadu,24569,INDIVIDUAL,PAN,lP7818UyKJ,Residential,9,5/18/2025,5/19/2025,5/20/2025,Approved,3949,Parinaaz Zacharia,Installation pending
1175,Advika Vaidya,Male,South,Tamil Nadu,545584,JOINT,PASSPORT,dg6281lkQH,Commercial,5,5/4/2025,5/12/2025,5/15/2025,Connection Released,1819,Reyansh Khosla,Installation pending
1176,Riaan Amble,Male,South,Tamil Nadu,279389,INDIVIDUAL,PASSPORT,kq4445WSnx,Commercial,10,6/26/2025,7/2/2025,7/3/2025,Pending,4010,Nitya Sanghvi,Installation completed
1177,Amira Saxena,Female,West,Tamil Nadu,382374,JOINT,AADHAR,Ly6849qgAV,Residential,7,7/4/2025,7/13/2025,7/15/2025,Connection Released,4004,Rania Dayal,KYC failed
